,Date,Team1Players,Team2Players,DreamTeamPlayers
94,2021-09-27,"E Lewis,Y Jaiswal,S Samson,L Livingstone,M Lomror,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman","J Roy,W Saha,K Williamson,P Garg,A Sharma,J Holder,A Samad,R Khan,B Kumar,S Sharma,S Kaul",
95,2021-09-26,"S Gill,V Iyer,R Tripathi,E Morgan,N Rana,A Russell,K Karthik,S Narine,L Ferguson,M Krishna,C Varun","R Gaikwad,F Plessis,M Ali,A Rayudu,S Raina,M Dhoni,R Jadeja,S Curran,S Thakur,D Chahar,J Hazlewood",
96,2021-09-26,"V Kohli,D Padikkal,K Bharat,G Maxwell,A Villiers,D Christian,S Ahmed,K Jamieson,H Patel,M Siraj,Y Chahal","R Sharma,Q Kock,I Kishan,S Yadav,K Pandya,K Pollard,H Pandya,A Milne,R Chahar,J Bumrah,T Boult",
97,2021-09-25,"P Shaw,S Dhawan,S Iyer,R Pant,S Hetmyer,L Yadav,A Patel,R Ashwin,K Rabada,A Nortje,A Khan","L Livingstone,Y Jaiswal,S Samson,D Miller,M Lomror,R Parag,R Tewatia,T Shamsi,K Tyagi,C Sakariya,M Rahman",
98,2021-09-25,"K Rahul,M Agarwal,C Gayle,A Markram,N Pooran,D Hooda,H Brar,N Ellis,M Shami,R Bishnoi,A Singh","D Warner,W Saha,K Williamson,M Pandey,K Jadhav,A Samad,J Holder,R Khan,B Kumar,S Sharma,K Ahmed",
99,2021-09-24,"V Kohli,D Padikkal,A Villiers,G Maxwell,T David,H Patel,P Silva,K Bharat,N Saini,M Siraj,Y Chahal","R Gaikwad,F Plessis,M Ali,A Rayudu,S Raina,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,J Hazlewood",
100,2021-09-23,"R Sharma,Q Kock,S Yadav,I Kishan,K Pollard,K Pandya,S Tiwary,A Milne,R Chahar,J Bumrah,T Boult","S Gill,V Iyer,R Tripathi,E Morgan,N Rana,A Russell,K Karthik,S Narine,L Ferguson,M Krishna,C Varun",
101,2021-09-22,"D Warner,W Saha,K Williamson,M Pandey,K Jadhav,A Samad,J Holder,R Khan,B Kumar,S Sharma,K Ahmed","P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,A Patel,R Ashwin,K Rabada,A Nortje,A Khan",
102,2021-09-21,"E Lewis,Y Jaiswal,S Samson,L Livingstone,M Lomror,R Parag,R Tewatia,C Morris,C Sakariya,K Tyagi,M Rahman","K Rahul,M Agarwal,A Markram,N Pooran,D Hooda,F Allen,I Porel,A Rashid,H Brar,A Singh,M Shami",
103,2021-09-20,"V Kohli,D Padikkal,K Bharat,G Maxwell,A Villiers,S Baby,P Silva,K Jamieson,H Patel,M Siraj,Y Chahal","S Gill,V Iyer,A Russell,N Rana,R Tripathi,E Morgan,K Karthik,L Ferguson,S Narine,C Varun,M Krishna",
104,2021-09-19,"R Gaikwad,F Plessis,M Ali,A Rayudu,S Raina,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,J Hazlewood","Q Kock,A Singh,S Yadav,I Kishan,S Tiwary,K Pollard,K Pandya,A Milne,R Chahar,J Bumrah,T Boult",
105,2021-05-02,"P Singh,M Agarwal,C Gayle,D Malan,D Hooda,M Khan,C Jordan,H Brar,R Meredith,R Bishnoi,M Shami","P Shaw,S Dhawan,S Smith,R Pant,S Hetmyer,M Stoinis,A Patel,L Yadav,K Rabada,I Sharma,A Khan",
106,2021-05-02,"J Buttler,Y Jaiswal,S Samson,R Parag,D Miller,A Rawat,R Tewatia,C Morris,K Tyagi,C Sakariya,M Rahman","M Pandey,J Bairstow,K Williamson,V Shankar,K Jadhav,M Nabi,A Samad,R Khan,B Kumar,S Sharma,K Ahmed",
107,2021-05-01,"R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,R Jadeja,M Dhoni,S Curran,S Thakur,D Chahar,L Ngidi","Q Kock,R Sharma,S Yadav,K Pandya,K Pollard,H Pandya,J Neesham,D Kulkarni,R Chahar,J Bumrah,T Boult",
108,2021-04-30,"K Rahul,P Singh,C Gayle,N Pooran,D Hooda,M Khan,H Brar,R Meredith,R Bishnoi,M Shami,C Jordan","V Kohli,D Padikkal,R Patidar,G Maxwell,A Villiers,S Ahmed,D Sams,K Jamieson,H Patel,M Siraj,Y Chahal",
109,2021-04-29,"N Rana,S Gill,R Tripathi,E Morgan,S Narine,A Russell,K Karthik,P Cummins,S Mavi,C Varun,M Krishna","P Shaw,S Dhawan,R Pant,M Stoinis,S Hetmyer,S Smith,L Yadav,A Patel,K Rabada,A Khan,I Sharma",
110,2021-04-29,"J Buttler,Y Jaiswal,S Samson,S Dube,D Miller,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman","R Sharma,Q Kock,S Yadav,K Pandya,K Pollard,H Pandya,N Coulter-Nile,J Yadav,R Chahar,J Bumrah,T Boult",
111,2021-04-28,"D Warner,J Bairstow,M Pandey,K Williamson,K Jadhav,R Khan,V Shankar,J Suchith,S Kaul,K Ahmed,S Sharma","R Gaikwad,F Plessis,M Ali,R Jadeja,S Raina,A Rayudu,M Dhoni,S Curran,S Thakur,D Chahar,L Ngidi",
112,2021-04-27,"V Kohli,D Padikkal,R Patidar,G Maxwell,A Villiers,W Sundar,D Sams,K Jamieson,H Patel,M Siraj,Y Chahal","P Shaw,S Dhawan,S Smith,R Pant,M Stoinis,S Hetmyer,A Patel,K Rabada,A Khan,A Mishra,I Sharma",
113,2021-04-26,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Henriques,M Khan,C Jordan,R Bishnoi,M Shami,A Singh","S Gill,N Rana,R Tripathi,S Narine,E Morgan,A Russell,K Karthik,P Cummins,S Mavi,C Varun,M Krishna",
114,2021-04-25,"P Shaw,S Dhawan,R Pant,S Smith,S Hetmyer,M Stoinis,A Patel,R Ashwin,K Rabada,A Khan,A Mishra","D Warner,J Bairstow,K Williamson,V Singh,K Jadhav,A Sharma,R Khan,V Shankar,J Suchith,S Kaul,K Ahmed",
115,2021-04-25,"R Gaikwad,F Plessis,S Raina,A Rayudu,R Jadeja,M Dhoni,D Bravo,S Curran,S Thakur,D Chahar,I Tahir","V Kohli,D Padikkal,W Sundar,G Maxwell,A Villiers,D Christian,K Jamieson,H Patel,N Saini,Y Chahal,M Siraj",
116,2021-04-24,"N Rana,S Gill,R Tripathi,S Narine,E Morgan,K Karthik,A Russell,P Cummins,S Mavi,M Krishna,C Varun","J Buttler,Y Jaiswal,S Samson,S Dube,R Tewatia,D Miller,R Parag,C Morris,J Unadkat,C Sakariya,M Rahman",
117,2021-04-23,"Q Kock,R Sharma,I Kishan,S Yadav,K Pollard,H Pandya,K Pandya,J Yadav,R Chahar,J Bumrah,T Boult","K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Henriques,M Khan,F Allen,M Shami,R Bishnoi,A Singh",
118,2021-04-22,"J Buttler,M Vohra,S Samson,D Miller,S Dube,R Parag,R Tewatia,C Morris,S Gopal,C Sakariya,M Rahman","V Kohli,D Padikkal,G Maxwell,A Villiers,W Sundar,K Jamieson,S Ahmed,H Patel,M Siraj,K Richardson,Y Chahal",
119,2021-04-21,"R Gaikwad,F Plessis,M Ali,M Dhoni,R Jadeja,S Raina,A Rayudu,S Curran,S Thakur,D Chahar,L Ngidi","N Rana,S Gill,R Tripathi,E Morgan,S Narine,K Karthik,A Russell,P Cummins,K Nagarkoti,C Varun,M Krishna",
120,2021-04-21,"K Rahul,M Agarwal,C Gayle,N Pooran,D Hooda,M Henriques,M Khan,F Allen,M Ashwin,M Shami,A Singh","D Warner,J Bairstow,K Williamson,V Singh,K Jadhav,V Shankar,A Sharma,R Khan,B Kumar,S Kaul,K Ahmed",
121,2021-04-20,"R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pandya,K Pollard,J Yadav,R Chahar,J Bumrah,T Boult","P Shaw,S Dhawan,S Smith,L Yadav,R Pant,S Hetmyer,M Stoinis,R Ashwin,K Rabada,A Khan,A Mishra",
122,2021-04-19,"R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,R Jadeja,M Dhoni,S Curran,D Bravo,S Thakur,D Chahar","J Buttler,M Vohra,S Samson,S Dube,D Miller,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman",
123,2021-04-18,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Khan,J Saxena,J Richardson,M Shami,R Meredith,A Singh","P Shaw,S Dhawan,S Smith,R Pant,M Stoinis,L Yadav,L Meriwala,C Woakes,R Ashwin,K Rabada,A Khan",
124,2021-04-18,"V Kohli,D Padikkal,R Patidar,G Maxwell,A Villiers,K Jamieson,W Sundar,S Ahmed,H Patel,M Siraj,Y Chahal","N Rana,S Gill,R Tripathi,E Morgan,K Karthik,S Hasan,A Russell,P Cummins,H Singh,C Varun,M Krishna",
125,2021-04-17,"Q Kock,R Sharma,S Yadav,I Kishan,K Pollard,H Pandya,K Pandya,A Milne,R Chahar,J Bumrah,T Boult","D Warner,J Bairstow,M Pandey,V Singh,V Shankar,A Sharma,A Samad,R Khan,B Kumar,M Rahman,K Ahmed",
126,2021-04-16,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Khan,J Richardson,M Ashwin,M Shami,R Meredith,A Singh","R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,S Curran,R Jadeja,M Dhoni,D Bravo,S Thakur,D Chahar",
127,2021-04-15,"P Shaw,S Dhawan,A Rahane,R Pant,M Stoinis,L Yadav,T Curran,C Woakes,R Ashwin,K Rabada,A Khan","J Buttler,M Vohra,S Samson,S Dube,D Miller,R Parag,R Tewatia,C Morris,J Unadkat,C Sakariya,M Rahman",
128,2021-04-14,"V Kohli,D Padikkal,S Ahmed,G Maxwell,A Villiers,W Sundar,D Christian,K Jamieson,H Patel,M Siraj,Y Chahal","W Saha,D Warner,M Pandey,J Bairstow,A Samad,V Shankar,J Holder,R Khan,B Kumar,S Nadeem,T Natarajan",
129,2021-04-13,"R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,M Jansen,R Chahar,J Bumrah,T Boult","N Rana,S Gill,R Tripathi,E Morgan,S Hasan,K Karthik,A Russell,P Cummins,H Singh,C Varun,M Krishna",
130,2021-04-12,"K Rahul,M Agarwal,C Gayle,D Hooda,N Pooran,M Khan,J Richardson,M Ashwin,M Shami,R Meredith,A Singh","B Stokes,M Vohra,S Samson,J Buttler,S Dube,R Parag,R Tewatia,C Morris,S Gopal,C Sakariya,M Rahman",
131,2021-04-11,"N Rana,S Gill,R Tripathi,A Russell,E Morgan,K Karthik,S Hasan,P Cummins,H Singh,C Varun,M Krishna","W Saha,D Warner,M Pandey,J Bairstow,M Nabi,V Shankar,A Samad,R Khan,B Kumar,S Sharma,T Natarajan",
132,2021-04-10,"R Gaikwad,F Plessis,M Ali,S Raina,A Rayudu,R Jadeja,M Dhoni,S Curran,D Bravo,S Thakur,D Chahar","P Shaw,S Dhawan,R Pant,M Stoinis,S Hetmyer,A Rahane,C Woakes,T Curran,R Ashwin,A Mishra,A Khan",
133,2021-04-09,"R Sharma,C Lynn,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,M Jansen,R Chahar,J Bumrah,T Boult","W Sundar,V Kohli,R Patidar,G Maxwell,A Villiers,S Ahmed,D Christian,K Jamieson,H Patel,M Siraj,Y Chahal",
134,2020-11-10,"M Stoinis,S Dhawan,A Rahane,S Iyer,R Pant,S Hetmyer,A Patel,K Rabada,P Dubey,R Ashwin,A Nortje","R Sharma,Q Kock,S Yadav,I Kishan,K Pollard,H Pandya,K Pandya,J Yadav,N Coulter-Nile,T Boult,J Bumrah",
135,2020-11-08,"M Stoinis,S Dhawan,S Iyer,S Hetmyer,R Pant,A Rahane,P Dubey,A Patel,R Ashwin,K Rabada,A Nortje","P Garg,D Warner,M Pandey,K Williamson,J Holder,A Samad,R Khan,S Goswami,S Nadeem,S Sharma,T Natarajan",
136,2020-11-06,"V Kohli,D Padikkal,A Finch,A Villiers,M Ali,S Dube,W Sundar,N Saini,M Siraj,Y Chahal,A Zampa","D Warner,S Goswami,M Pandey,K Williamson,P Garg,J Holder,A Samad,R Khan,S Nadeem,S Sharma,T Natarajan",
137,2020-11-05,"Q Kock,R Sharma,S Yadav,I Kishan,K Pollard,K Pandya,H Pandya,N Coulter-Nile,T Boult,R Chahar,J Bumrah","P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,R Pant,A Patel,D Sams,K Rabada,A Nortje,R Ashwin",
138,2020-11-03,"R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,S Tiwary,K Pollard,N Coulter-Nile,J Pattinson,D Kulkarni,R Chahar","D Warner,W Saha,M Pandey,K Williamson,P Garg,J Holder,A Samad,R Khan,S Nadeem,S Sharma,T Natarajan",
139,2020-11-02,"J Philippe,D Padikkal,V Kohli,A Villiers,C Morris,S Dube,W Sundar,I Udana,S Ahmed,M Siraj,Y Chahal","P Shaw,S Dhawan,A Rahane,S Iyer,R Pant,M Stoinis,A Patel,D Sams,R Ashwin,K Rabada,A Nortje",
140,2020-11-01,"S Gill,N Rana,R Tripathi,S Narine,E Morgan,K Karthik,A Russell,P Cummins,K Nagarkoti,S Mavi,C Varun","R Uthappa,B Stokes,S Smith,S Samson,J Buttler,R Parag,R Tewatia,S Gopal,J Archer,K Tyagi,V Aaron",
141,2020-11-01,"K Rahul,M Agarwal,C Gayle,N Pooran,M Singh,D Hooda,J Neesham,C Jordan,M Ashwin,R Bishnoi,M Shami","R Gaikwad,F Plessis,A Rayudu,M Dhoni,N Jagadeesan,S Curran,R Jadeja,D Chahar,S Thakur,L Ngidi,I Tahir",
142,2020-10-31,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,H Patel,R Ashwin,P Dubey,K Rabada,A Nortje","I Kishan,Q Kock,S Yadav,S Tiwary,K Pandya,K Pollard,N Coulter-Nile,J Yadav,R Chahar,T Boult,J Bumrah",
143,2020-10-31,"J Philippe,D Padikkal,V Kohli,A Villiers,W Sundar,G Singh,C Morris,I Udana,M Siraj,N Saini,Y Chahal","D Warner,W Saha,M Pandey,K Williamson,A Sharma,J Holder,A Samad,R Khan,S Nadeem,S Sharma,T Natarajan",
144,2020-10-30,"K Rahul,M Singh,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh","R Uthappa,B Stokes,S Samson,S Smith,J Buttler,R Parag,R Tewatia,J Archer,S Gopal,K Tyagi,V Aaron",
145,2020-10-29,"S Gill,N Rana,S Narine,R Singh,E Morgan,K Karthik,R Tripathi,K Nagarkoti,P Cummins,L Ferguson,C Varun","S Watson,R Gaikwad,A Rayudu,M Dhoni,S Curran,R Jadeja,N Jagadeesan,M Santner,D Chahar,K Sharma,L Ngidi",
146,2020-10-28,"J Philippe,D Padikkal,V Kohli,A Villiers,S Dube,C Morris,G Singh,W Sundar,Y Chahal,M Siraj,D Steyn","Q Kock,I Kishan,S Yadav,S Tiwary,K Pandya,H Pandya,K Pollard,J Pattinson,R Chahar,T Boult,J Bumrah",
147,2020-10-27,"D Warner,W Saha,M Pandey,K Williamson,V Shankar,A Samad,J Holder,R Khan,S Sharma,T Natarajan,S Nadeem","A Rahane,S Dhawan,M Stoinis,S Hetmyer,R Pant,S Iyer,A Patel,K Rabada,R Ashwin,T Deshpande,A Nortje",
148,2020-10-26,"S Gill,N Rana,R Tripathi,K Karthik,E Morgan,S Narine,K Nagarkoti,P Cummins,L Ferguson,C Varun,M Krishna","K Rahul,M Singh,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh",
149,2020-10-25,"I Kishan,Q Kock,S Yadav,S Tiwary,K Pollard,H Pandya,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","R Uthappa,B Stokes,S Smith,S Samson,J Buttler,R Parag,R Tewatia,J Archer,S Gopal,A Rajpoot,K Tyagi",
150,2020-10-25,"D Padikkal,A Finch,V Kohli,A Villiers,M Ali,C Morris,G Singh,W Sundar,N Saini,Y Chahal,M Siraj","R Gaikwad,F Plessis,A Rayudu,M Dhoni,N Jagadeesan,R Jadeja,S Curran,M Santner,D Chahar,I Tahir,M Kumar",
151,2020-10-24,"K Rahul,M Singh,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh","D Warner,J Bairstow,M Pandey,A Samad,V Shankar,J Holder,P Garg,R Khan,S Sharma,T Natarajan,K Ahmed",
152,2020-10-24,"S Gill,N Rana,R Tripathi,K Karthik,S Narine,E Morgan,P Cummins,L Ferguson,K Nagarkoti,M Krishna,C Varun","A Rahane,S Dhawan,S Iyer,R Pant,S Hetmyer,M Stoinis,A Patel,K Rabada,R Ashwin,T Deshpande,A Nortje",
153,2020-10-23,"R Gaikwad,F Plessis,A Rayudu,N Jagadeesan,M Dhoni,R Jadeja,S Curran,D Chahar,S Thakur,I Tahir,J Hazlewood","Q Kock,I Kishan,S Yadav,S Tiwary,K Pandya,H Pandya,K Pollard,N Coulter-Nile,R Chahar,T Boult,J Bumrah",
154,2020-10-22,"R Uthappa,B Stokes,S Samson,J Buttler,S Smith,R Parag,R Tewatia,J Archer,S Gopal,A Rajpoot,K Tyagi","D Warner,J Bairstow,M Pandey,V Shankar,P Garg,A Samad,J Holder,R Khan,S Sharma,T Natarajan,S Nadeem",
155,2020-10-21,"S Gill,R Tripathi,N Rana,T Banton,K Karthik,E Morgan,P Cummins,K Yadav,L Ferguson,M Krishna,C Varun","D Padikkal,A Finch,G Singh,V Kohli,A Villiers,C Morris,W Sundar,I Udana,N Saini,Y Chahal,M Siraj",
156,2020-10-20,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,A Patel,R Ashwin,K Rabada,D Sams,T Deshpande","K Rahul,M Agarwal,C Gayle,N Pooran,G Maxwell,D Hooda,J Neesham,M Ashwin,R Bishnoi,M Shami,A Singh",
157,2020-10-19,"S Curran,F Plessis,S Watson,A Rayudu,M Dhoni,R Jadeja,K Jadhav,P Chawla,D Chahar,S Thakur,J Hazlewood","B Stokes,R Uthappa,S Samson,S Smith,J Buttler,R Tewatia,R Parag,J Archer,S Gopal,A Rajpoot,K Tyagi",
158,2020-10-18,"S Gill,R Tripathi,N Rana,A Russell,E Morgan,K Karthik,P Cummins,L Ferguson,K Yadav,S Mavi,C Varun","J Bairstow,K Williamson,P Garg,D Warner,M Pandey,V Shankar,A Samad,R Khan,S Sharma,B Thampi,T Natarajan",
159,2020-10-18,"R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,N Coulter-Nile,R Chahar,T Boult,J Bumrah","K Rahul,M Agarwal,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh",
160,2020-10-17,"R Uthappa,B Stokes,S Samson,S Smith,J Buttler,R Tewatia,J Archer,R Parag,S Gopal,J Unadkat,K Tyagi","D Padikkal,A Finch,V Kohli,A Villiers,G Singh,C Morris,W Sundar,S Ahmed,I Udana,N Saini,Y Chahal",
161,2020-10-17,"S Curran,F Plessis,S Watson,A Rayudu,M Dhoni,R Jadeja,K Jadhav,D Bravo,D Chahar,S Thakur,K Sharma","P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,A Carey,A Patel,R Ashwin,T Deshpande,K Rabada,A Nortje",
162,2020-10-16,"R Tripathi,S Gill,N Rana,K Karthik,E Morgan,A Russell,P Cummins,C Green,M Krishna,S Mavi,C Varun","R Sharma,Q Kock,S Yadav,H Pandya,I Kishan,K Pollard,K Pandya,R Chahar,T Boult,J Bumrah,N Coulter-Nile",
163,2020-10-15,"A Finch,D Padikkal,V Kohli,W Sundar,S Dube,A Villiers,C Morris,I Udana,N Saini,Y Chahal,M Siraj","K Rahul,M Agarwal,C Gayle,N Pooran,G Maxwell,D Hooda,C Jordan,M Ashwin,R Bishnoi,M Shami,A Singh",
164,2020-10-14,"P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,A Carey,A Patel,R Ashwin,T Deshpande,K Rabada,A Nortje","B Stokes,J Buttler,S Smith,S Samson,R Uthappa,R Parag,R Tewatia,J Archer,S Gopal,J Unadkat,K Tyagi",
165,2020-10-13,"S Curran,F Plessis,S Watson,A Rayudu,M Dhoni,R Jadeja,D Bravo,D Chahar,P Chawla,S Thakur,K Sharma","D Warner,J Bairstow,M Pandey,K Williamson,P Garg,V Shankar,R Khan,S Nadeem,S Sharma,T Natarajan,K Ahmed",
166,2020-10-12,"A Finch,D Padikkal,V Kohli,A Villiers,C Morris,W Sundar,S Dube,I Udana,N Saini,Y Chahal,M Siraj","T Banton,S Gill,N Rana,E Morgan,K Karthik,A Russell,R Tripathi,P Cummins,K Nagarkoti,C Varun,M Krishna",
167,2020-10-11,"D Warner,J Bairstow,M Pandey,K Williamson,P Garg,V Shankar,A Sharma,R Khan,S Sharma,K Ahmed,T Natarajan","B Stokes,J Buttler,S Smith,S Samson,R Uthappa,R Parag,R Tewatia,J Archer,S Gopal,J Unadkat,K Tyagi",
168,2020-10-11,"P Shaw,S Dhawan,A Rahane,S Iyer,M Stoinis,A Carey,A Patel,R Ashwin,H Patel,K Rabada,A Nortje","R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah",
169,2020-10-10,"R Tripathi,S Gill,N Rana,E Morgan,K Karthik,A Russell,P Cummins,S Narine,K Nagarkoti,M Krishna,C Varun","K Rahul,M Agarwal,N Pooran,P Singh,G Maxwell,M Singh,C Jordan,R Bishnoi,M Shami,A Singh,M Rahman",
170,2020-10-10,"D Padikkal,A Finch,V Kohli,A Villiers,W Sundar,S Dube,G Singh,C Morris,I Udana,N Saini,Y Chahal","S Watson,F Plessis,A Rayudu,N Jagadeesan,M Dhoni,S Curran,R Jadeja,D Bravo,D Chahar,S Thakur,K Sharma",
171,2020-10-09,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,H Patel,A Patel,K Rabada,R Ashwin,A Nortje","Y Jaiswal,J Buttler,S Smith,S Samson,M Lomror,R Tewatia,A Tye,J Archer,S Gopal,K Tyagi,V Aaron",
172,2020-10-08,"D Warner,J Bairstow,A Samad,M Pandey,K Williamson,P Garg,A Sharma,R Khan,S Sharma,K Ahmed,T Natarajan","K Rahul,M Agarwal,P Singh,N Pooran,G Maxwell,M Singh,M Rahman,R Bishnoi,M Shami,S Cottrell,A Singh",
173,2020-10-07,"R Tripathi,S Gill,N Rana,S Narine,E Morgan,A Russell,K Karthik,P Cummins,K Nagarkoti,S Mavi,C Varun","S Watson,F Plessis,A Rayudu,M Dhoni,S Curran,K Jadhav,R Jadeja,D Bravo,S Thakur,D Chahar,K Sharma",
174,2020-10-06,"Q Kock,R Sharma,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,J Pattinson,R Chahar,T Boult,J Bumrah","Y Jaiswal,J Buttler,S Smith,S Samson,M Lomror,T Curran,R Tewatia,J Archer,S Gopal,A Rajpoot,K Tyagi",
175,2020-10-05,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,A Patel,R Ashwin,K Rabada,A Nortje,H Patel","D Padikkal,A Finch,V Kohli,A Villiers,M Ali,W Sundar,S Dube,I Udana,N Saini,M Siraj,Y Chahal",
176,2020-10-04,"K Rahul,M Agarwal,M Singh,N Pooran,G Maxwell,S Khan,C Jordan,H Brar,R Bishnoi,M Shami,S Cottrell","S Watson,F Plessis,A Rayudu,K Jadhav,M Dhoni,R Jadeja,S Curran,D Bravo,P Chawla,S Thakur,D Chahar",
177,2020-10-04,"R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","D Warner,J Bairstow,M Pandey,K Williamson,P Garg,A Sharma,A Samad,R Khan,S Sharma,S Kaul,T Natarajan",
178,2020-10-03,"J Buttler,S Smith,S Samson,R Uthappa,M Lomror,R Parag,R Tewatia,J Archer,T Curran,S Gopal,J Unadkat","D Padikkal,A Finch,V Kohli,A Villiers,S Dube,G Singh,W Sundar,I Udana,N Saini,Y Chahal,A Zampa",
179,2020-10-03,"P Shaw,S Dhawan,S Iyer,R Pant,M Stoinis,S Hetmyer,R Ashwin,K Rabada,A Nortje,A Mishra,H Patel","S Gill,S Narine,N Rana,A Russell,K Karthik,E Morgan,P Cummins,R Tripathi,K Nagarkoti,S Mavi,C Varun",
180,2020-10-02,"D Warner,J Bairstow,M Pandey,K Williamson,P Garg,A Sharma,A Samad,R Khan,B Kumar,T Natarajan,K Ahmed","F Plessis,S Watson,A Rayudu,K Jadhav,M Dhoni,R Jadeja,S Curran,D Bravo,S Thakur,P Chawla,D Chahar",
181,2020-10-01,"Q Kock,R Sharma,S Yadav,I Kishan,K Pollard,H Pandya,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","K Rahul,M Agarwal,K Nair,N Pooran,G Maxwell,J Neesham,S Khan,K Gowtham,R Bishnoi,M Shami,S Cottrell",
182,2020-09-30,"S Gill,S Narine,N Rana,A Russell,K Karthik,E Morgan,P Cummins,K Nagarkoti,S Mavi,K Yadav,C Varun","J Buttler,S Smith,S Samson,R Uthappa,R Parag,R Tewatia,T Curran,S Gopal,J Archer,J Unadkat,A Rajpoot",
183,2020-09-29,"D Warner,J Bairstow,M Pandey,K Williamson,A Samad,A Sharma,P Garg,R Khan,B Kumar,T Natarajan,K Ahmed","P Shaw,S Dhawan,S Iyer,R Pant,S Hetmyer,M Stoinis,A Patel,K Rabada,A Nortje,A Mishra,I Sharma",
184,2020-09-28,"D Padikkal,A Finch,V Kohli,A Villiers,S Dube,G Singh,W Sundar,I Udana,N Saini,Y Chahal,A Zampa","R Sharma,Q Kock,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah",
185,2020-09-27,"K Rahul,M Agarwal,G Maxwell,N Pooran,K Nair,J Neesham,S Khan,M Shami,S Cottrell,R Bishnoi,M Ashwin","J Buttler,S Smith,S Samson,R Tewatia,R Uthappa,J Archer,R Parag,T Curran,S Gopal,A Rajpoot,J Unadkat",
186,2020-09-26,"D Warner,J Bairstow,M Pandey,W Saha,M Nabi,A Sharma,P Garg,R Khan,B Kumar,T Natarajan,K Ahmed","S Gill,S Narine,N Rana,K Karthik,E Morgan,A Russell,P Cummins,S Mavi,K Yadav,K Nagarkoti,C Varun",
187,2020-09-25,"P Shaw,S Dhawan,R Pant,S Iyer,M Stoinis,S Hetmyer,A Patel,A Mishra,K Rabada,A Nortje,A Khan","M Vijay,S Watson,F Plessis,R Gaikwad,K Jadhav,M Dhoni,R Jadeja,S Curran,P Chawla,D Chahar,J Hazlewood",
188,2020-09-24,"K Rahul,M Agarwal,N Pooran,G Maxwell,K Nair,J Neesham,S Khan,M Shami,S Cottrell,R Bishnoi,M Ashwin","D Padikkal,A Finch,J Philippe,V Kohli,A Villiers,W Sundar,S Dube,U Yadav,N Saini,D Steyn,Y Chahal",
189,2020-09-23,"Q Kock,R Sharma,S Yadav,S Tiwary,H Pandya,K Pollard,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","S Gill,S Narine,K Karthik,N Rana,E Morgan,A Russell,N Naik,P Cummins,S Mavi,K Yadav,S Warrier",
190,2020-09-22,"Y Jaiswal,S Smith,S Samson,D Miller,R Uthappa,R Tewatia,R Parag,T Curran,J Archer,S Gopal,J Unadkat","M Vijay,S Watson,F Plessis,S Curran,R Gaikwad,K Jadhav,M Dhoni,R Jadeja,P Chawla,D Chahar,L Ngidi",
